,date,gacc,fires,cumulative_acres,crews,engines,helicopters,total_personnel
12656,2024-10-26,NRCC,6,"26,798",4,13,0,193
12657,2024-10-26,GBCC,11,"599,292",31,48,9,"1,337"
12658,2024-10-26,SWCC,0,0,0,0,0,0
12659,2024-10-26,RMCC,4,"98,478",6,38,2,554
12660,2024-10-26,EACC,6,"2,280",2,19,1,161
12661,2024-10-26,SACC,25,"5,481",5,64,9,933
12662,2020-11-27,NWCC,1,"138,054",1,2,0,39
12663,2020-11-27,ONCC,1,"321,735",0,1,0,4
12664,2020-11-27,OSCC,3,"671,386",1,3,2,94
12665,2020-11-27,NRCC,0,0,0,0,0,0
12666,2020-11-27,GBCC,0,"20,385",0,0,0,0
12667,2020-11-27,SWCC,0,0,0,0,0,0
12668,2020-11-27,RMCC,3,"403,710",3,14,1,284
12669,2020-11-27,EACC,0,0,0,0,0,0
12670,2020-11-27,SACC,13,"3,342",6,6,0,81
12671,2018-06-21,NWCC,2,"4,055",2,7,2,61
12672,2018-06-21,ONCC,2,"2,936",4,5,0,94
12673,2018-06-21,OSCC,3,"4,933",2,4,0,69
12674,2018-06-21,NRCC,0,0,0,0,0,0
12675,2018-06-21,GBCC,6,"19,091",25,43,12,"1,092"
12676,2018-06-21,SWCC,10,"96,477",16,20,7,552
12677,2018-06-21,RMCC,7,"61,311",21,37,9,"1,153"
12678,2018-06-21,EACC,0,0,0,0,0,0
12679,2018-06-21,SACC,6,"25,664",0,3,0,68
12680,2016-09-15,NWCC,6,"10,632",18,95,7,945
12681,2016-09-15,ONCC,4,"37,710",76,154,11,"2,793"
12682,2016-09-15,OSCC,4,"169,453",36,101,23,"1,855"
12683,2016-09-15,NRCC,9,"83,599",7,16,7,403
12684,2016-09-15,GBCC,17,"256,242",32,70,19,"1,490"
12685,2016-09-15,SWCC,1,150,0,2,0,6
12686,2016-09-15,RMCC,6,"63,283",10,15,6,428
12687,2016-09-15,EACC,1,127,0,0,0,0
12688,2016-09-15,SACC,1,"1,044",0,4,0,10
12689,2022-07-02,NWCC,2,"43,274",0,30,0,112
12690,2022-07-02,ONCC,2,"1,221",45,148,9,"1,315"
12691,2022-07-02,OSCC,2,"2,897",19,31,2,459
12692,2022-07-02,NRCC,0,0,0,0,0,0
12693,2022-07-02,GBCC,5,"9,989",31,37,13,"1,199"
12694,2022-07-02,SWCC,9,"780,237",12,20,1,"1,066"
12695,2022-07-02,RMCC,1,"3,810",1,5,0,41
12696,2022-07-02,EACC,1,315,0,10,1,55
12697,2022-07-02,SACC,11,"20,257",0,44,3,290
12698,2024-01-05,NWCC,0,0,0,0,0,0
12699,2024-01-05,ONCC,0,0,0,0,0,0
12700,2024-01-05,OSCC,0,0,0,0,0,0
12701,2024-01-05,NRCC,0,0,0,0,0,0
12702,2024-01-05,GBCC,0,0,0,0,0,0
12703,2024-01-05,SWCC,0,0,0,0,0,0
12704,2024-01-05,RMCC,0,0,0,0,0,0
12705,2024-01-05,EACC,0,0,0,0,0,0
12706,2024-01-05,SACC,0,0,0,0,0,0
12707,2016-09-05,NWCC,9,"100,787",58,64,12,"1,812"
12708,2016-09-05,ONCC,3,"25,405",55,117,13,"2,117"
12709,2016-09-05,OSCC,11,"246,182",75,164,18,"3,746"
12710,2016-09-05,NRCC,19,"85,660",35,92,14,"1,727"
12711,2016-09-05,GBCC,17,"281,552",50,98,26,"2,435"
12712,2016-09-05,SWCC,2,496,1,1,0,24
12713,2016-09-05,RMCC,8,"75,149",6,31,7,429
12714,2016-09-05,EACC,0,0,0,0,0,0
12715,2016-09-05,SACC,1,124,1,2,0,13
12716,2022-07-12,NWCC,0,0,0,0,0,0
12717,2022-07-12,ONCC,2,"5,382",18,52,7,963
12718,2022-07-12,OSCC,2,"5,230",16,36,12,649
12719,2022-07-12,NRCC,2,355,1,2,1,41
12720,2022-07-12,GBCC,11,"28,585",34,58,20,"1,452"
12721,2022-07-12,SWCC,8,"749,835",8,11,2,453
12722,2022-07-12,RMCC,2,974,4,7,5,224
12723,2022-07-12,EACC,0,0,0,0,0,0
12724,2022-07-12,SACC,15,"20,073",1,28,6,220
12725,2022-10-16,NWCC,10,"326,483",29,86,17,"1,528"
12726,2022-10-16,ONCC,3,"178,526",20,33,7,"1,371"
12727,2022-10-16,OSCC,1,"1,400",0,0,0,1
12728,2022-10-16,NRCC,8,"47,609",1,10,2,126
12729,2022-10-16,GBCC,3,"168,059",0,10,3,79
12730,2022-10-16,SWCC,0,0,0,0,0,0
12731,2022-10-16,RMCC,2,"22,205",2,4,0,58
12732,2022-10-16,EACC,2,225,0,4,0,26
12733,2022-10-16,SACC,9,"3,321",0,84,1,257
12734,2018-03-02,NWCC,0,0,0,0,0,0
12735,2018-03-02,ONCC,0,0,0,0,0,0
12736,2018-03-02,OSCC,1,"2,070",0,0,0,5
12737,2018-03-02,NRCC,0,0,0,0,0,0
12738,2018-03-02,GBCC,0,0,0,0,0,0
12739,2018-03-02,SWCC,2,"3,896",0,6,0,18
12740,2018-03-02,RMCC,1,"2,611",0,4,0,15
12741,2018-03-02,EACC,0,0,0,0,0,0
12742,2018-03-02,SACC,15,"6,820",0,30,1,118
12743,2022-10-06,NWCC,12,"325,963",25,57,17,"1,487"
12744,2022-10-06,ONCC,3,"178,524",22,40,0,"1,613"
12745,2022-10-06,OSCC,3,"2,479",2,4,1,73
12746,2022-10-06,NRCC,4,"29,871",0,17,1,108
12747,2022-10-06,GBCC,12,"198,420",9,37,9,667
12748,2022-10-06,SWCC,0,0,0,0,0,0
12749,2022-10-06,RMCC,2,"22,437",5,18,0,231
12750,2022-10-06,EACC,0,0,0,0,0,0
12751,2022-10-06,SACC,17,"10,342",3,20,0,95
12752,2021-04-22,NWCC,1,"1,641",0,8,0,27
12753,2021-04-22,ONCC,0,0,0,0,0,0
12754,2021-04-22,OSCC,0,0,0,0,0,0
12755,2021-04-22,NRCC,2,"19,006",0,2,0,13
12756,2021-04-22,GBCC,0,0,0,0,0,0
12757,2021-04-22,SWCC,6,"4,200",9,9,7,266
12758,2021-04-22,RMCC,1,319,0,3,0,10
12759,2021-04-22,EACC,0,0,0,0,0,0
12760,2021-04-22,SACC,3,684,0,12,1,50
12761,2024-06-14,NWCC,4,"9,262",6,9,6,286
12762,2024-06-14,ONCC,0,0,0,0,0,0
12763,2024-06-14,OSCC,2,"1,882",0,10,1,60
12764,2024-06-14,NRCC,0,0,0,0,0,0
12765,2024-06-14,GBCC,3,706,3,24,2,189
12766,2024-06-14,SWCC,12,"41,267",24,49,5,"1,031"
12767,2024-06-14,RMCC,3,"2,008",12,20,0,409
12768,2024-06-14,EACC,0,0,0,0,0,0
12769,2024-06-14,SACC,8,"7,994",0,22,1,122
12770,2020-06-23,NWCC,0,0,0,0,0,0
12771,2020-06-23,ONCC,1,"5,042",0,1,0,3
12772,2020-06-23,OSCC,4,"4,729",3,19,2,147
12773,2020-06-23,NRCC,1,"4,453",3,3,0,62
12774,2020-06-23,GBCC,0,0,0,0,0,0
12775,2020-06-23,SWCC,10,"429,356",67,171,27,"3,078"
12776,2020-06-23,RMCC,11,"18,939",12,64,22,866
12777,2020-06-23,EACC,2,106,1,5,0,29
12778,2020-06-23,SACC,16,"21,505",1,13,0,69
12779,2023-07-09,NWCC,4,"2,836",20,59,4,893
12780,2023-07-09,ONCC,1,4,2,4,2,90
12781,2023-07-09,OSCC,2,"1,873",12,19,1,415
12782,2023-07-09,NRCC,3,229,8,4,6,304
12783,2023-07-09,GBCC,1,1,0,0,0,1
12784,2023-07-09,SWCC,11,"128,910",27,40,10,989
12785,2023-07-09,RMCC,5,"4,311",21,35,15,"1,152"
12786,2023-07-09,EACC,2,798,0,2,0,5
12787,2023-07-09,SACC,6,"3,704",1,7,0,58
12788,2019-08-23,NWCC,6,"66,471",25,20,3,822
12789,2019-08-23,ONCC,2,825,24,48,5,558
12790,2019-08-23,OSCC,3,"6,051",6,12,2,294
12791,2019-08-23,NRCC,9,"9,267",9,5,7,370
12792,2019-08-23,GBCC,17,"46,196",23,64,11,"1,020"
12793,2019-08-23,SWCC,11,"55,210",14,46,4,734
12794,2019-08-23,RMCC,2,"1,454",0,3,1,25
12795,2019-08-23,EACC,0,0,0,0,0,0
12796,2019-08-23,SACC,23,"42,967",0,102,4,494
12797,2023-08-08,NWCC,14,"71,371",57,159,28,"2,852"
12798,2023-08-08,ONCC,0,0,0,0,0,0
12799,2023-08-08,OSCC,6,"103,710",10,26,5,629
12800,2023-08-08,NRCC,22,"61,089",43,116,11,"2,423"
12801,2023-08-08,GBCC,5,"49,354",17,25,10,879
12802,2023-08-08,SWCC,30,"94,564",52,77,11,"1,852"
12803,2023-08-08,RMCC,6,"6,618",4,11,5,352
12804,2023-08-08,EACC,0,0,0,0,0,0
12805,2023-08-08,SACC,19,"9,549",2,31,4,278
12806,2016-05-06,NWCC,0,800,0,0,0,0
12807,2016-05-06,ONCC,0,0,0,0,0,0
12808,2016-05-06,OSCC,0,0,0,0,0,0
12809,2016-05-06,NRCC,0,0,0,0,0,0
12810,2016-05-06,GBCC,0,0,0,0,0,0
12811,2016-05-06,SWCC,0,0,0,0,0,0
12812,2016-05-06,RMCC,0,0,0,0,0,0
12813,2016-05-06,EACC,7,"10,983",3,11,1,209
12814,2016-05-06,SACC,4,"16,938",3,4,1,186
12815,2017-07-07,NWCC,10,"67,665",20,82,11,842
12816,2017-07-07,ONCC,2,763,21,46,5,603
12817,2017-07-07,OSCC,10,"22,785",31,32,1,"1,173"
12818,2017-07-07,NRCC,4,"9,816",8,25,9,348
12819,2017-07-07,GBCC,15,"263,467",66,125,21,"2,550"
12820,2017-07-07,SWCC,20,"208,445",73,142,32,"3,226"
12821,2017-07-07,RMCC,9,"12,218",28,50,13,"1,009"
12822,2017-07-07,EACC,1,5,0,2,0,21
12823,2017-07-07,SACC,2,"4,938",0,2,0,6
12824,2017-07-17,NWCC,17,"19,464",56,127,15,"1,878"
12825,2017-07-17,ONCC,7,"87,999",35,85,13,"1,303"
12826,2017-07-17,OSCC,9,"116,646",145,529,39,"6,713"
12827,2017-07-17,NRCC,27,"62,007",30,69,16,"1,207"
12828,2017-07-17,GBCC,32,"750,306",39,132,15,"1,946"
12829,2017-07-17,SWCC,18,"200,563",10,23,5,467
12830,2017-07-17,RMCC,8,"18,614",13,32,4,586
12831,2017-07-17,EACC,0,0,0,0,0,0
12832,2017-07-17,SACC,4,"8,682",0,2,1,20
12833,2017-05-19,NWCC,0,0,0,0,0,0
12834,2017-05-19,ONCC,0,0,0,0,0,0
12835,2017-05-19,OSCC,2,"3,024.4",7,21,2,233
12836,2017-05-19,NRCC,0,0,0,0,0,0
12837,2017-05-19,GBCC,0,0,0,0,0,0
12838,2017-05-19,SWCC,7,"9,452.98",17,22,6,675
12839,2017-05-19,RMCC,0,0,0,0,0,0
12840,2017-05-19,EACC,1,257,0,4,1,25
12841,2017-05-19,SACC,22,"201,058.5",4,174,16,"1,345"
12842,2017-10-13,NWCC,10,"388,666",21,25,3,704
12843,2017-10-13,ONCC,15,"187,415",183,719,61,"7,620"
12844,2017-10-13,OSCC,3,"24,797",45,141,6,"1,649"
12845,2017-10-13,NRCC,2,"96,344",0,0,0,21
12846,2017-10-13,GBCC,3,"13,670",1,2,0,16
12847,2017-10-13,SWCC,1,"1,878",1,11,0,127
12848,2017-10-13,RMCC,0,0,0,0,0,0
12849,2017-10-13,EACC,1,197,4,7,0,140
12850,2017-10-13,SACC,2,135,0,1,0,8
12851,2016-07-18,NWCC,3,"5,110",0,3,0,13
12852,2016-07-18,ONCC,2,"6,087",3,5,0,97
12853,2016-07-18,OSCC,6,"11,623",18,17,11,579
12854,2016-07-18,NRCC,4,"5,679",3,12,1,140
12855,2016-07-18,GBCC,7,"6,510",22,22,10,761
12856,2016-07-18,SWCC,20,"101,755",25,48,7,943
12857,2016-07-18,RMCC,10,"54,597",32,152,12,"1,666"
12858,2016-07-18,EACC,0,0,0,0,0,0
12859,2016-07-18,SACC,14,"24,901",3,30,4,234
12860,2023-07-17,NWCC,7,"13,575",23,53,14,981
12861,2023-07-17,ONCC,0,0,0,0,0,0
12862,2023-07-17,OSCC,6,"10,849",46,212,0,"1,941"
12863,2023-07-17,NRCC,4,613,16,5,7,580
12864,2023-07-17,GBCC,4,"4,071",4,15,0,189
12865,2023-07-17,SWCC,18,"124,951",13,28,8,560
12866,2023-07-17,RMCC,3,"3,878",3,2,5,137
12867,2023-07-17,EACC,1,212,0,5,0,12
12868,2023-07-17,SACC,4,"2,139",0,10,0,56
12869,2016-12-02,NWCC,0,0,0,0,0,0
12870,2016-12-02,ONCC,0,0,0,0,0,0
12871,2016-12-02,OSCC,0,0,0,0,0,0
12872,2016-12-02,NRCC,0,0,0,0,0,0
12873,2016-12-02,GBCC,0,0,0,0,0,0
12874,2016-12-02,SWCC,0,0,0,0,0,0
12875,2016-12-02,RMCC,0,0,0,0,0,0
12876,2016-12-02,EACC,1,248,0,3,0,31
12877,2016-12-02,SACC,41,"161,984.2",74,161,16,"2,637"
12878,2016-07-08,NWCC,3,"4,270",0,10,2,57
12879,2016-07-08,ONCC,4,"13,668",27,54,12,"1,183"
12880,2016-07-08,OSCC,6,"63,434",26,20,13,979
12881,2016-07-08,NRCC,4,"2,018",19,12,8,653
12882,2016-07-08,GBCC,12,"139,258",31,50,12,"1,267"
12883,2016-07-08,SWCC,9,"67,079",2,11,0,96
12884,2016-07-08,RMCC,8,"21,129",11,56,6,588
12885,2016-07-08,EACC,0,0,0,0,0,0
12886,2016-07-08,SACC,8,"8,752",0,7,1,30
12887,2017-10-03,NWCC,17,"665,327",24,53,10,"1,674"
12888,2017-10-03,ONCC,10,"225,807",29,74,7,"1,305"
12889,2017-10-03,OSCC,4,"10,063",12,21,3,436
12890,2017-10-03,NRCC,6,"293,899",2,14,1,309
12891,2017-10-03,GBCC,2,"30,599",2,3,0,57
12892,2017-10-03,SWCC,3,"4,540",1,0,0,31
12893,2017-10-03,RMCC,2,"2,940",0,0,0,6
12894,2017-10-03,EACC,0,0,0,0,0,0
12895,2017-10-03,SACC,2,310,0,2,0,10
12896,2021-08-21,NWCC,29,"629,175",176,467,72,"8,161"
12897,2021-08-21,ONCC,10,"1,327,691",181,908,73,"11,652"
12898,2021-08-21,OSCC,3,"14,580",33,52,10,"1,082"
12899,2021-08-21,NRCC,34,"686,392",65,296,33,"4,315"
12900,2021-08-21,GBCC,9,"93,631",10,14,10,555
12901,2021-08-21,SWCC,1,"1,296",0,1,0,7
12902,2021-08-21,RMCC,3,"13,153",4,42,3,292
12903,2021-08-21,EACC,4,"8,593",4,42,1,335
12904,2021-08-21,SACC,0,0,0,0,0,0
12905,2017-02-24,NWCC,0,0,0,0,0,0
12906,2017-02-24,ONCC,0,0,0,0,0,0
12907,2017-02-24,OSCC,0,0,0,0,0,0
12908,2017-02-24,NRCC,0,0,0,0,0,0
12909,2017-02-24,GBCC,0,0,0,0,0,0
12910,2017-02-24,SWCC,0,0,0,0,0,0
12911,2017-02-24,RMCC,2,"1,437",0,12,0,65
12912,2017-02-24,EACC,1,695,0,2,0,8
12913,2017-02-24,SACC,29,"30,560.6",16,72,5,434
12914,2021-08-31,NWCC,25,"668,898",152,408,63,"7,326"
12915,2021-08-31,ONCC,10,"1,599,299",189,913,64,"11,951"
12916,2021-08-31,OSCC,5,"35,934",68,128,29,"2,371"
12917,2021-08-31,NRCC,31,"407,673",38,141,23,"2,538"
12918,2021-08-31,GBCC,5,"94,404",4,10,3,149
12919,2021-08-31,SWCC,1,"1,296",0,0,0,2
12920,2021-08-31,RMCC,4,"13,724",1,23,3,190
12921,2021-08-31,EACC,5,"27,918",18,33,6,726
12922,2021-08-31,SACC,1,109,0,5,0,14
12923,2015-06-26,AKCC,66,"472,982.4",91,30,23,"2,771"
12924,2015-06-26,NWCC,5,"7,067",8,2,9,403
12925,2015-06-26,ONCC,1,"1,542",0,0,0,6
12926,2015-06-26,OSCC,6,"29,396",60,184,19,"2,469"
12927,2015-06-26,NRCC,2,207.5,1,0,1,32
12928,2015-06-26,GBCC,10,"18,302.2",29,74,14,"1,242"
12929,2015-06-26,SWCC,13,"91,778.5",30,42,8,"1,012"
12930,2015-06-26,RMCC,3,1.35,0,1,1,15
12931,2015-06-26,EACC,0,0,0,0,0,0
12932,2015-06-26,SACC,11,"3,314.6",0,2,0,14
12933,2022-06-27,NWCC,0,0,0,0,0,0
12934,2022-06-27,ONCC,0,524,0,0,0,0
12935,2022-06-27,OSCC,1,"2,500",4,10,1,134
12936,2022-06-27,NRCC,0,0,0,0,0,0
12937,2022-06-27,GBCC,3,"9,034",25,37,11,928
12938,2022-06-27,SWCC,12,"802,205",22,59,7,"1,860"
12939,2022-06-27,RMCC,2,"5,464",2,6,0,76
12940,2022-06-27,EACC,1,"13,500",0,23,1,67
12941,2022-06-27,SACC,17,"20,569",0,132,6,627
12942,2016-08-30,NWCC,19,"122,919",102,204,25,"3,684"
12943,2016-08-30,ONCC,4,"10,738",49,90,12,"1,635"
12944,2016-08-30,OSCC,9,"238,228",192,483,53,"8,467"
12945,2016-08-30,NRCC,15,"83,470.6",30,96,17,"1,577"
12946,2016-08-30,GBCC,18,"201,093",73,143,36,"3,376"
12947,2016-08-30,SWCC,3,"1,001",0,1,0,4
12948,2016-08-30,RMCC,10,"70,020.9",9,32,7,590
12949,2016-08-30,EACC,1,127,0,0,0,0
12950,2016-08-30,SACC,2,263.1,0,7,0,25
12951,2016-08-20,NWCC,9,"36,203.8",51,127,13,"1,998"
12952,2016-08-20,ONCC,1,"3,929",29,69,6,"1,216"
12953,2016-08-20,OSCC,10,"165,123",196,648,50,"9,424"
12954,2016-08-20,NRCC,17,"38,300.05",18,42,15,795
12955,2016-08-20,GBCC,22,"204,329",79,159,27,"3,201"
12956,2016-08-20,SWCC,5,"2,876",2,5,0,100
12957,2016-08-20,RMCC,13,"72,268.29",21,81,15,"1,143"
12958,2016-08-20,EACC,1,127,0,0,0,5
12959,2016-08-20,SACC,3,"5,367",0,3,0,21
12960,2020-10-02,NWCC,15,"993,903",112,204,25,"4,411"
12961,2020-10-02,ONCC,12,"2,049,080",205,"1,055",111,"11,614"
12962,2020-10-02,OSCC,12,"768,519",79,345,42,"4,810"
12963,2020-10-02,NRCC,14,"52,909",2,32,2,239
12964,2020-10-02,GBCC,12,"316,920",19,61,27,"1,133"
12965,2020-10-02,SWCC,2,"18,227",2,17,1,130
12966,2020-10-02,RMCC,6,"298,690",35,190,33,"2,316"
12967,2020-10-02,EACC,0,0,0,0,0,0
12968,2020-10-02,SACC,0,0,0,0,0,0
12969,2020-05-08,NWCC,0,0,0,0,0,0
12970,2020-05-08,ONCC,0,0,0,0,0,0
12971,2020-05-08,OSCC,0,0,0,0,0,0
12972,2020-05-08,NRCC,0,0,0,0,0,0
12973,2020-05-08,GBCC,0,0,0,0,0,0
12974,2020-05-08,SWCC,0,0,0,0,0,0
12975,2020-05-08,RMCC,0,455,0,0,0,0
12976,2020-05-08,EACC,0,0,0,0,0,0
12977,2020-05-08,SACC,18,"37,355",2,54,7,412
12978,2018-07-14,NWCC,7,"4,029",12,51,3,484
12979,2018-07-14,ONCC,9,"146,317",64,150,20,"2,822"
12980,2018-07-14,OSCC,7,"10,494",25,34,9,961
12981,2018-07-14,NRCC,0,0,0,0,0,0
12982,2018-07-14,GBCC,14,"554,919",33,71,23,"1,581"
12983,2018-07-14,SWCC,8,"24,718",8,17,4,335
12984,2018-07-14,RMCC,14,"276,590",41,155,25,"2,280"
12985,2018-07-14,EACC,1,328,2,12,5,163
12986,2018-07-14,SACC,4,"11,872",0,3,0,25
12987,2021-07-09,NWCC,15,"84,401",71,184,22,"2,718"
12988,2021-07-09,ONCC,6,"64,398",103,238,37,"4,121"
12989,2021-07-09,OSCC,5,"5,986",0,9,0,65
12990,2021-07-09,NRCC,22,"65,050",25,75,12,"1,046"
12991,2021-07-09,GBCC,10,"27,173",6,19,10,428
12992,2021-07-09,SWCC,15,"341,838",15,29,8,806
12993,2021-07-09,RMCC,8,"22,982",4,41,5,430
12994,2021-07-09,EACC,0,0,0,0,0,0
12995,2021-07-09,SACC,1,380,0,4,0,7
12996,2021-12-03,NWCC,0,0,0,0,0,0
12997,2021-12-03,ONCC,0,0,0,0,0,0
12998,2021-12-03,OSCC,2,"105,277",0,0,0,1
12999,2021-12-03,NRCC,2,"11,544",2,63,2,213
13000,2021-12-03,GBCC,0,0,0,0,0,0
13001,2021-12-03,SWCC,0,0,0,0,0,0
13002,2021-12-03,RMCC,0,0,0,0,0,0
13003,2021-12-03,EACC,4,859,0,8,0,37
13004,2021-12-03,SACC,12,"5,292",15,8,1,266
13005,2021-07-19,NWCC,19,"484,952",150,450,46,"6,749"
13006,2021-07-19,ONCC,7,"174,073",98,224,31,"4,018"
13007,2021-07-19,OSCC,4,"13,840",16,79,10,"1,093"
13008,2021-07-19,NRCC,41,"262,622",94,302,36,"5,050"
13009,2021-07-19,GBCC,10,"48,392",33,83,20,"1,534"
13010,2021-07-19,SWCC,15,"152,764",3,16,4,208
13011,2021-07-19,RMCC,4,"12,510",10,24,11,615
13012,2021-07-19,EACC,2,146,5,7,2,261
13013,2021-07-19,SACC,0,0,0,0,0,0
13014,2024-11-13,NWCC,0,0,0,0,0,0
13015,2024-11-13,ONCC,1,"5,124",2,1,1,118
13016,2024-11-13,OSCC,5,"134,836",33,210,15,"1,974"
13017,2024-11-13,NRCC,0,0,0,0,0,0
13018,2024-11-13,GBCC,2,"33,110",2,13,0,128
13019,2024-11-13,SWCC,0,0,0,0,0,0
13020,2024-11-13,RMCC,1,"98,352",0,0,0,11
13021,2024-11-13,EACC,16,"5,396",5,57,0,562
13022,2024-11-13,SACC,23,"1,141",21,43,4,624
13023,2020-10-12,NWCC,8,"933,796",22,46,5,"1,485"
13024,2020-10-12,ONCC,8,"1,779,555",171,655,63,"8,604"
13025,2020-10-12,OSCC,9,"805,836",65,207,35,"3,449"
13026,2020-10-12,NRCC,8,"29,987",5,39,4,308
13027,2020-10-12,GBCC,16,"329,086",18,61,19,959
13028,2020-10-12,SWCC,7,"59,743",8,28,5,300
13029,2020-10-12,RMCC,6,"343,475",40,229,45,"2,695"
13030,2020-10-12,EACC,0,0,0,0,0,0
13031,2020-10-12,SACC,2,"10,002",0,2,1,22
13032,2018-07-04,NWCC,9,"124,594",41,126,5,"1,431"
13033,2018-07-04,ONCC,8,"94,118",123,428,33,"5,577"
13034,2018-07-04,OSCC,3,"16,047",12,22,5,464
13035,2018-07-04,NRCC,0,0,0,0,0,0
13036,2018-07-04,GBCC,12,"90,257",51,71,27,"1,986"
13037,2018-07-04,SWCC,10,"71,136",20,37,12,857
13038,2018-07-04,RMCC,9,"180,624",53,138,27,"2,493"
13039,2018-07-04,EACC,0,0,0,0,0,0
13040,2018-07-04,SACC,14,"12,597",0,23,3,142
13041,2020-05-18,NWCC,0,0,0,0,0,0
13042,2020-05-18,ONCC,0,0,0,0,0,0
13043,2020-05-18,OSCC,0,0,0,0,0,0
13044,2020-05-18,NRCC,0,0,0,0,0,0
13045,2020-05-18,GBCC,2,"40,605",2,7,2,94
13046,2020-05-18,SWCC,1,434,1,2,0,44
13047,2020-05-18,RMCC,2,"2,245",0,18,0,57
13048,2020-05-18,EACC,1,370,0,0,0,0
13049,2020-05-18,SACC,22,"43,013",3,43,8,436
13050,2021-05-17,NWCC,0,832,0,0,0,0
13051,2021-05-17,ONCC,0,0,0,0,0,0
13052,2021-05-17,OSCC,2,"1,767",10,35,0,367
13053,2021-05-17,NRCC,0,0,0,0,0,0
13054,2021-05-17,GBCC,1,26,2,4,0,66
13055,2021-05-17,SWCC,9,"19,246",14,25,8,642
13056,2021-05-17,RMCC,0,0,0,0,0,0
13057,2021-05-17,EACC,2,1,0,5,0,20
13058,2021-05-17,SACC,5,"15,830",1,8,0,112
13059,2020-07-16,NWCC,1,"9,330",1,18,0,92
13060,2020-07-16,ONCC,0,"5,513",0,0,0,0
13061,2020-07-16,OSCC,2,"15,700",16,112,13,"1,063"
13062,2020-07-16,NRCC,3,"1,677",0,23,3,93
13063,2020-07-16,GBCC,12,"206,734",31,63,21,"1,216"
13064,2020-07-16,SWCC,19,"362,761",30,54,15,"1,111"
13065,2020-07-16,RMCC,11,"15,317",10,34,4,481
13066,2020-07-16,EACC,1,204,0,0,0,0
13067,2020-07-16,SACC,8,"28,587",0,25,0,137
13068,2022-03-04,NWCC,0,0,0,0,0,0
13069,2022-03-04,ONCC,0,0,0,0,0,0
13070,2022-03-04,OSCC,2,"4,689",3,8,0,92
13071,2022-03-04,NRCC,0,0,0,0,0,0
13072,2022-03-04,GBCC,0,0,0,0,0,0
13073,2022-03-04,SWCC,1,"1,663",0,3,0,13
13074,2022-03-04,RMCC,0,0,0,0,0,0
13075,2022-03-04,EACC,0,0,0,0,0,0
13076,2022-03-04,SACC,26,"13,314",5,94,3,429
13077,2020-07-06,NWCC,0,400,0,0,0,0
13078,2020-07-06,ONCC,2,"1,343",6,60,3,380
13079,2020-07-06,OSCC,5,"6,583",15,21,16,487
13080,2020-07-06,NRCC,1,480,0,3,0,8
13081,2020-07-06,GBCC,14,"161,283",41,56,21,"1,542"
13082,2020-07-06,SWCC,13,"470,015",34,106,24,"1,662"
13083,2020-07-06,RMCC,3,"1,555",0,2,0,58
13084,2020-07-06,EACC,0,0,0,0,0,0
13085,2020-07-06,SACC,5,"6,961",0,8,1,48
13086,2021-05-07,NWCC,1,815,1,11,1,64
13087,2021-05-07,ONCC,0,0,0,0,0,0
13088,2021-05-07,OSCC,3,"7,430",2,15,0,108
13089,2021-05-07,NRCC,2,"19,403",1,13,1,92
13090,2021-05-07,GBCC,0,0,0,0,0,0
13091,2021-05-07,SWCC,5,"11,283",3,9,1,108
13092,2021-05-07,RMCC,0,0,0,0,0,0
13093,2021-05-07,EACC,2,"11,311",0,2,3,47
13094,2021-05-07,SACC,10,"18,752",2,27,2,167
13095,2024-06-07,NWCC,1,"2,500",0,6,0,22
13096,2024-06-07,ONCC,1,"14,168",0,2,0,10
13097,2024-06-07,OSCC,6,"5,820",8,6,0,187
13098,2024-06-07,NRCC,0,0,0,0,0,0
13099,2024-06-07,GBCC,0,0,0,0,0,0
13100,2024-06-07,SWCC,8,"31,226",15,41,9,"1,033"
13101,2024-06-07,RMCC,0,0,0,0,0,0
13102,2024-06-07,EACC,0,0,0,0,0,0
13103,2024-06-07,SACC,8,"5,808",0,16,0,84
13104,2022-04-29,NWCC,0,0,0,0,0,0
13105,2022-04-29,ONCC,0,0,0,0,0,0
13106,2022-04-29,OSCC,0,0,0,0,0,0
13107,2022-04-29,NRCC,0,0,0,0,0,0
13108,2022-04-29,GBCC,1,423,2,7,0,52
13109,2022-04-29,SWCC,11,"186,949",75,170,33,"3,293"
13110,2022-04-29,RMCC,2,"48,524",1,22,0,230
13111,2022-04-29,EACC,2,462,0,4,0,13
13112,2022-04-29,SACC,16,"35,202",0,52,1,225
13113,2023-09-22,NWCC,15,"129,890",82,140,34,"3,754"
13114,2023-09-22,ONCC,5,"156,137",68,146,24,"3,504"
13115,2023-09-22,OSCC,0,0,0,0,0,0
13116,2023-09-22,NRCC,7,"31,855",0,18,2,132
13117,2023-09-22,GBCC,5,"2,257",3,6,4,170
13118,2023-09-22,SWCC,3,"6,561",6,13,3,350
13119,2023-09-22,RMCC,1,"1,192",0,1,3,40
13120,2023-09-22,EACC,0,0,0,0,0,0
13121,2023-09-22,SACC,22,"54,730",0,38,5,350
13122,2017-06-22,NWCC,2,"10,518",4,23,2,139
13123,2017-06-22,ONCC,0,0,0,0,0,0
13124,2017-06-22,OSCC,4,"3,883",44,138,13,"1,973"
13125,2017-06-22,NRCC,0,0,0,0,0,0
13126,2017-06-22,GBCC,12,"51,074",26,79,14,"1,149"
